,Unnamed: 0.1,Title,Genre,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
658,658,the incredible hulk,action adventur drama,a fugit scientist ha the curs of becom a power green monster under extrem emot stressbruc banner a scientist on the run from the us govern must find a cure for the monster he turn into whenev he lose hi temper depict the event after the gamma bomb the incred hulk tell the stori of dr bruce banner who seek a cure to hi uniqu condit which caus him to turn into a giant green monster under emot stress whilst on the run from militari which seek hi captur banner come close to a cure but all is lost when a new creatur emerg the abomin after surviv a deadli gamma radiat accid scientist bruce banner travel the world in search for a cure to hi inner forc of rage that turn him into a massiv green monster known as the hulk though he is close banner must watch out becaus the malevol gener ross and hi team are search for him and want to use hi condit for militari weaponri run out of time and option banner turn to hi old flame betti ross for help meanwhil a new threat rise as a power hungri soldier turn into a deadlier and more terrifi beast that can match even the hulk power a cure is in reach for the world most primal forc of furi the incred hulk we find scientist bruce banner live in shadow scour the planet for an antidot but the warmong who dream of abus hi power wont leav him alon nor will hi need to be with the onli woman he ha ever love betti ross upon return to civil our brilliant doctor is ruthlessli pursu by the abomin a nightmarish beast of pure adrenalin and aggress whose power match the hulk own a fight of comicbook proport ensu as banner must call upon the hero within to rescu new york citi from total destruct one scientist must make an agon final choic accept a peac life as bruce banner or the creatur he could perman becom the incred hulk,2008,6.7,61.0,393520.0,112,"Louis Leterrier, Edward Norton, Liv Tyler, Tim Roth, William Hurt"
659,659,dallas,drama romanc,jr ewe a texa oil baron use manipul and blackmail to achiev hi ambit both busi and person he often come into conflict with hi brother bobbi hi archenemi cliff barn and hi longsuff wife sue ellenin dalla electrician and hustler ron woodroof work around the system to help aid patient get the medic they need after he is diagnos with the diseas dalla electrician and sometim rodeo bull rider ron woodroof live hard which includ heavi smoke drink drug use primarili cocain and casual sex he is racist and homophob while in the hospit on a work relat injuri the doctor discov and inform him that he is hiv and that he will mostlik die within thirti day ron is initi in angri denial that he would have a diseas that onli faggot have but upon quick reflect come to the realiz that the diagnosi is probabl true he begin to read whatev research is avail about the diseas which at thi time seem to be most effect treat by the drug azt azt howev is onli in the clinic trial stage within the us incredul that he as a die man cannot pay for ani drug which may save or at least prolong hi life he goe search for it by whatev mean possibl it eventu lead him to mexico and a dr vass an american physician whose licens wa revok in the us becaus of hi aid relat work against us regul dr vass lead ron to a cocktail of other drug some vitamin he believ are more effect in treat the symptom sinc the viru as ron learn will alway be in the system of those who have been expos to it ron begin to smuggl these drug not approv by the fda into the us not onli for hi own use but for sale to other hiv person in thi ventur he goe into an unlik partnership with a hiv transgend woman name rayon who he met in the hospit and who ha greater contact with aid patient through the gay commun as they tri to work both abov ground to get the med to those that need them and underground to avoid detect by especi the fda ron come up with an idea to circumv the fact of sell the drug which are not consid drug yet sinc they are not fda approv directli to the hiv popul which then should should not be against the law richard barkley and dr sevard the fda lead man on the file and one of ron doctor respect the latter who see clinic trial as the onli way to determin the efficaci of drug despit the fact that ron and other would have probabl die alreadi without these drug tri to stop ron and rayon at everi turn caught in the middl is dr eve sak anoth of ron doctor who understand whi polici are in place but who can sympath with ron rayon and other all her patient directli or indirectli in their situat in in dalla the homophob electrician and rodeo rider ron woodroof is a cocain user who frequent ha sex with hooker and promiscu women when he ha an accid at work he is sent to the hospit where dr sevard and dr eve tell him that he is hiv and will die within thirti day ron also meet transgend rayon who is drug addict and also ha the diseas ron doe not accept the diagnosi but a coupl of day later he realiz that it may be accur he research about the diseas and learn that azt might be lethal for infect peopl further he discov that in mexico there is a doctor with revok licens name vass that use altern drug in the treatment of aid ron improv hi health and decid to sell the drug in dalla he make a partnership with rayon and soon he creat the dalla buyer club where the membership pay four hundr dollar per month to have the necessari drug but the fda doe not accept hi research and he is oppress by the author ron woodroof is a man live in texa in he drink doe drug and sleep with women a real alpha male when he get injur at work he is brought to the hospit and as a procedur they test hi blood and when they get the result they tell him that he ha the hiv viru which caus aid they tell him that he ha day to get hi affair in order he doesnt believ them becaus like most peopl at the time he think onli homosexu get the diseas when he get wors he learn of the drug azt which can treat the diseas but it not avail to the public so he find someon who work in a lab and pay him to provid him with it but when he tell woodroof he cant get it anymor woodroof need it so he tell woodroof of a doctor in mexico who treat peopl with aid woodroof goe there and find the doctor who treat him after awhil woodroof is do better the doctor tell him that he doesnt use azt becaus it onli make thing wors so he use hi own remedi woodroof decid to sell the doctor med in the us which the medic commun refus to accept he find peopl who want it and busi is boom eventu the govern tri to stop him but he find a way around them in mid s texa electrician ron woodroof is start to learn that he ha aid though told he ha just day left to live woodroof refus to give in to despair he seek out altern therapi and smuggl approv drug into the us from where ever he can find them woodroof join forc with a fellow aid patient and begin sell the treatment to the grow number of peopl who cant wait for the medic establish to save them the stori of texa electrician ron woodroof and hi battl with the medic establish and pharmaceut compani after be diagnos as hivposit in and hi search for altern treatment that help establish a way in which fellow hivposit peopl could join for access to hi suppli,2013,8.0,84.0,399684.0,117,"Jean-Marc Vallée, Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn"
660,660,the jetsons,anim comedi famili,the misadventur of a futurist familyth misadventur of a futurist famili the jetson are a famili live in the futur they have all manner of technolog applianc to help around the hous georg jetson work at spaceley sprocket do hi best for hi famili,"1962, 1963",7.0,,16209.0,25,"George O'Hanlon, Janet Waldo, Mel Blanc, Penny Singleton"
661,661,bull,comedi crime drama,brilliant brash and charm dr bull is the ultim puppet master as he combin psycholog human intuit and hightech data to learn what make juror attorney wit and the accus tickbrilli brash and charm dr bull is the ultim puppet master as he combin psycholog human intuit and hightech data to learn what make juror attorney wit and the accus tick bull star michael weatherli as dr jason bull in a drama inspir by the earli career of dr phil mcgraw the founder of one of the most prolif trial consult firm of all time brilliant brash and charm dr bull is the ultim puppet master as he combin psycholog human intuit and hightech data to learn what make juror attorney wit and the accus tick bull employ an enviabl team of expert at trial analysi corpor to shape success narr down to the veri last detail they includ hi quickwit exbrotherinlaw benni col n who play a defens attorney in mock trial marissa morgan a cuttingedg neurolinguist expert from the depart of homeland secur former nypd detect danni jame the firm tough but relat investig haughti millenni hacker cabl mccrori who is respons for gather cyber intellig and chunk palmer a fashionconsci stylist and former allamerican defens back who finetun client appear for trial in highstak trial dr bull combin of remark insight into human natur three phd and topnotch staff creat win strategi that tip the scale of justic in hi client favor,2016,6.9,,11422.0,60,"Michael Weatherly, Freddy Rodríguez, Geneva Carr, Jaime Lee Kirchner"
662,662,cloak & dagger,action adventur drama,two teenag from veri differ background find themselv burden and awaken to newli acquir superpow while fall in lovetwo teenag from veri differ background find themselv burden and awaken to newli acquir superpow while fall in love tandi bowen and tyron johnson two teenag from differ background acquir superpow while form a romant relationship they soon realiz that their power work better when they are togeth but their feel for each other make their alreadi complic world even more challeng marvel cloak and dagger is an adapt of the belov marvel charact whose stori is aim squar at young adult thi liveact interraci romanc follow tandi bowen and tyron johnson two teenag from veri differ background who find themselv burden and awaken to newli acquir superpow while fall in love tandi can emit light dagger and tyron ha the abil to engulf other in dark they quickli learn they are better togeth than apart but their feel for each other make their alreadi complic world even more challeng marvel cloak and dagger is a coproduct of marvel televis and abc signatur studio,2018,6.9,,12194.0,44,"Olivia Holt, Aubrey Joseph, Noëlle Renée Bercy, Gloria Reuben"
663,663,gypsy,drama thriller,therapist jean holloway becom too immers in the live of her patientstherapist jean holloway becom too immers in the live of her patient,2017,6.9,,11627.0,51,"Naomi Watts, Billy Crudup, Sophie Cookson, Karl Glusman"
664,664,dc's legends of tomorrow,action adventur drama,timetravel rogu rip hunter ha to recruit a ragtag team of hero and villain to help prevent an apocalyps that could impact not onli earth but all of timetimetravel rogu rip hunter ha to recruit a ragtag team of hero and villain to help prevent an apocalyps that could impact not onli earth but all of time when hero alon are not enough the world need legend have seen the futur rip hunter will desper tri to prevent certain event from happen by timetravel now rip hunter is task with assembl a desper group of hero and villain to confront an unstopp threat not onli is the planet at stake but our time line itself the great question be ask here is can thi ragtag team defeat an immort threat unlik anyth they have ever known when hero alon are not enough the world need legend have seen the futur one he will desper tri to prevent from happen timetravel rogu rip hunter is task with assembl a dispar group of both hero and villain to confront an unstopp threat one in which not onli is the planet at stake but all of time itself can thi ragtag team defeat an immort threat unlik anyth they have ever known,2016,6.9,,78986.0,42,"Brandon Routh, Caity Lotz, Amy Louise Pemberton, Dominic Purcell"
665,665,fuller house,comedi famili,in a continu of full hous dj fuller is a mother of three young boy and is a recent widow dj sister stephani her best friend kimmi and kimmi teenag daughter all move in to help rais her son the hous is now a lot fullerin a continu of full hous dj fuller is a mother of three young boy and is a recent widow dj sister stephani her best friend kimmi and kimmi teenag daughter all move in to help rais her son the hous is now a lot fuller fuller hous is a spinoff seri base on the hit abc famili sitcom full hous creat and execut produc by jeff franklin for netflix dj tannerful candac cameronbur is a recent widow mom to a yearold name jackson michael campion yearold name max elia harger and a newborn son name tommi fox and dashiel messitt after realiz she is unabl to cope with the demand of hold a full time job as a veterinarian in addit to rais three kid her sister stephani jodi sweetin and childhood best friend kimmi andrea barber who is also the mother of a yearold daughter soni bringa offer to move in to bring up her children,2016,6.9,,21244.0,30,"Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion"
666,666,zoo,drama mysteri scifi,a young scientist search to find out what caus a rash of violent anim attacksa young scientist search to find out what caus a rash of violent anim attack violent anim attack upon human are occur all over the world jackson oz an american zoologist who offer safari in africa begin to notic the anim strang behavior and take it upon himself to solv the reason whi befor these attack becom more coordin and feroci zoo is a global thriller about a wave of violent anim attack against human sweep the planet jackson oz is a young renegad american zoologist who spend hi day run safari in the wild of africa when he begin notic the strang behavior of the anim as the assault becom more cun coordin and feroci he is thrust into the race to unlock the mysteri of the pandem befor there no place left for peopl to hide,"2015, 2017",6.9,,19220.0,42,"James Wolk, Kristen Connolly, Nonso Anozie, Billy Burke"
667,667,666 park avenue,drama fantasi mysteri,if you could make one wish what would it be and what would you do to get it at park avenu all of your dream and burn desir can come true wealth sex love power even see full summari if you could make one wish what would it be and what would you do to get it at park avenu all of your dream and burn desir can come true wealth sex love power even reveng but just be care what you wish for becaus the price you paycould be your soul welcom to the drake the premier apart build on manhattan upper east side own by the mysteri gavin doran terri oquinn and hi sexi wife olivia vanessa william the drake is home to dozen of resid who are unawar theyr live in the dark embrac of supernatur forc they think their dream are all come true onli to find theyv been lure into make what feel like a deal with the devil when a young midwestern coupl jane van veen rachael taylor and henri martin dave annabl is hire to manag the drake they soon discov that evil obsess and manipul ha a home,"2012, 2013",6.9,,16691.0,60,"Rachael Taylor, Dave Annable, Robert Buckley, Samantha Logan"
668,668,the river,adventur fantasi horror,the crew of a research vessel are on a quest to find a miss tv explor in the amazonraft expert gail take on a pair of arm killer while navig a spectacularli violent river the teacher gail hartman is face problem with her marriag with her husband the workahol architect tom hartman on the birthday of their son roark gail decid to leav her daughter with her parent and take her famili to raft down a wild river where she wa a guid on the departur a young man name wade befriend roark and leav the place with hi friend terri and frank later the famili encount wade and terri who do not have raft experi and gail help them to cross a whitewat they get closer to the famili and soon gail and tom learn a dark secret about wade and terri what will they do to get rid of the men gail an expert at white water raft take her famili on a trip down a river on which she use to be a guid along the way the famili encount two men who are unexperienc rafter that need to find their friend down river later the famili find out that the pair of men are arm robber the men then physic forc the famili to take them down the river to meet their accomplic the raft trip for the famili is definit ruin but most importantli their live are at stake gail is a profession at water raft she twig everi day and she is in veri good shape she take her famili on a raft trip down the river but she ha no idea that the plan trip is about to becom a nightmar two escap robber with a handgun meet the famili on the trip and join them onli later doe gail realiz that their new friend are danger crimin but it too late the two men forc them to stay togeth and to keep cruis down the river the famili live are risk not onli by the two men but also by the river which becom more stormi and wilder,1994,6.4,,38015.0,111,"Curtis Hanson, Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello"
669,669,ringer,crime drama mysteri,bridget is six month sober and start to get her life back on track when she becom the sole wit to a profession hit she flee to new york tell no one in new york bridget see full summari a young guy onli option to eras a realli bad debt is to rig the special olymp by pose as a contest thi comedi is about two guy who decid to rig the special olymp to pay off a debt by have one of them steve knoxvil pose as a contest in the game hope to dethron reign champion jimmi mentallychalleng high jink and hilar sure follow,2005,5.8,,33556.0,94,"Barry W. Blaustein, Johnny Knoxville, Katherine Heigl, Brian Cox, Jed Rees"
670,670,victorious,comedi drama famili,aspir singer tori vega navig life while attend a perform art high school call hollywood artsaspir singer tori vega navig life while attend a perform art high school call hollywood art life is about to chang in a big way for yearold tori vega after year of live in her older sister shadow tori ha been invit to attend hollywood art a high school with a focu on the perform art while the invit came as a surpris she never thought of herself as particularli talent and she still ha to deal with be the new kid on campu hollywood art may just give tori her chanc to shine,"2010, 2013",6.9,,16771.0,30,"Victoria Justice, Leon Thomas III, Matt Bennett, Elizabeth Gillies"
671,671,no ordinary family,action comedi drama,the powel are a typic american famili live in pacif bay california whose member gain special power after their plane crash in the amazonth powel are a typic american famili live in pacif bay california whose member gain special power after their plane crash in the amazon,"2010, 2011",6.9,,15685.0,60,"Michael Chiklis, Julie Benz, Kay Panabaker, Jimmy Bennett"
672,672,late night with jimmy fallon,comedi music talkshow,comedian jimmi fallon host a latenight talk showcomedian jimmi fallon host a latenight talk show,"2009, 2014",6.9,,11705.0,60,"Jimmy Fallon, The Roots, Steve Higgins, Bashir Salahuddin"
673,673,wizards of waverly place,comedi drama famili,the russo famili may be an ordinari famili with an averag restaur but behind close door all three children must compet to be the next famili wizardth russo famili may be an ordinari famili with an averag restaur but behind close door all three children must compet to be the next famili wizard wizard of waverli place focus on the russo a typic famili which includ a mom theresa russo a dad jerri russo a son justin russo a daughter alex russo and anoth son max russo the kid and the famili live normal live but what their friend dont know is the kid are wizard in train and the dad wa a former wizard the show follow the russo famili your typic new york citi famili on the surfac that is while the russo kid tri to have normal live as teenag they must keep a secret theyr wizard in train they inherit their magic abil from their dad jerri russo who is also their magic teacher and a former wizard howev there is a twist onli one child from each wizard famili is allow to keep hi or her power when they all turn the russo children will have a famili competit between sibl to decid who get to keep their power,"2007, 2012",6.9,,25537.0,22,"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone"
674,674,numb3rs,crime drama mysteri,work for the fbi a mathematician use equat to help solv variou crimeswork for the fbi a mathematician use equat to help solv variou crime in the lo angel offic of the feder bureau of investig special agent don epp and hi team investig critic and baffl crime with a special edg that advantag is don brother charl epp a brilliant universalist mathematician who use the scienc of mathemat with it complex equat to ferret out the most tricki crimin with thi team the forc of evil learn their number is up,"2005, 2010",6.9,,36959.0,43,"Rob Morrow, David Krumholtz, Judd Hirsch, Alimi Ballard"
675,675,without a trace,crime drama mysteri,the case of an fbi unit special in miss person investigationsth case of an fbi unit special in miss person investig as ani detect can tell you investig miss properti or death is compar easi compar to elus miss peopl howev in new york citi there is a special unit of the fbi that is design to find them use the vast resourc of their bureau the team lead by agent jack malon race against time in the tight hour window after a disappear while hope for a recoveri is still typic possibl,"2002, 2009",6.9,,16692.0,60,"Anthony LaPaglia, Poppy Montgomery, Enrique Murciano, Eric Close"
676,676,just shoot me!,comedi,hottemp journalist maya got herself fire yet again unabl to find a job anywher els and face evict she is forc to go work for blush her father fashion magazinehottemp journalist maya got herself fire yet again unabl to find a job anywher els and face evict she is forc to go work for blush her father fashion magazin hottemp journalist maya gallo got herself fire from yet anoth job when she made an anchorwoman cri on the air with some gag copi on the teleprompt unabl to find a job anywher els and face evict she is forc to go work for blush her father fashion magazin person conflict quickli ensu with highstrung exmodel nina van horn philand photograph elliot and wiseguy secretari denni finch,"1997, 2003",6.9,,15919.0,30,"Laura San Giacomo, Enrico Colantoni, George Segal, Wendie Malick"
677,677,the drew carey show,comedi drama,a sitcom about drew person and profession lifea sitcom about drew person and profession life drew is an assist director of personnel in a cleveland depart store and he ha been stuck there for ten year other than fight with cowork mimi hi hobbi includ drink beer and not be abl to get date to make a few extra buck he ha a microbreweri go in hi garag with hi buddi,"1995, 2004",6.9,,14481.0,30,"Drew Carey, Diedrich Bader, Kathy Kinney, Ryan Stiles"
678,678,the nanny,comedi famili romanc,after be fire from her job and dump by her boyfriend a cosmet saleswoman becom the nanni to the three children of a rich english widow as time pass the two fall for each otheraft be fire from her job and dump by her boyfriend a cosmet saleswoman becom the nanni to the three children of a rich english widow as time pass the two fall for each other after a jewish highvoic woman from flush get fire from her job and dump by her boyfriend fran is mistaken as appli for a nanni for a widow man with three children when she is stuck sell cosmet in manhattan as she spend year there she becom great friend with the butler nile and the three kid she is good friend with the widow man and some romanc spark through the year fran fine a whini nasalvo jewish woman from flush new york ha just been fire from her job and abandon by her boyfriend she end up sell cosmet in manhattan thi take her to the home of maxwel sheffield a rich widow english broadway produc she is mistaken to be appli for the job of nanni to maxwel three children and is hire for that purpos she becom quit attach to the children maggi brighton and grace and becom great friend with the butler nile there is sexual tension between her and mr sheffield which is complic by the fact that hi busi partner cc babcock like him,"1993, 1999",6.9,,33596.0,22,"Fran Drescher, Charles Shaughnessy, Daniel Davis, Lauren Lane"
679,679,late show with david letterman,comedi music talkshow,the late show with david letterman is an hourlong weeknight comedi and talkshow broadcast by cb from the ed sullivan theater on broadway in new york cityth late show with david letterman is an hourlong weeknight comedi and talkshow broadcast by cb from the ed sullivan theater on broadway in new york citi david letterman comed talkshow after move to a new televis network he retain larg the same format as the previou late night with david letterman,"1993, 2015",6.9,,11918.0,60,"David Letterman, Paul Shaffer, Alan Kalter, Biff Henderson"
680,680,knight rider,action crime drama,a lone crimefight battl the forc of evil with the help of a virtual indestruct and artifici intellig supercara lone crimefight battl the forc of evil with the help of a virtual indestruct and artifici intellig supercar michael long is a crimefight who is serious wound dure hi work nurs back to health by a mysteri benefactor chairman of the knight industri he regain conscious a new man with a new face and a new name michael knight hi mysteri benefactor through the guis of associ devon mile provid michael with equip and support so that he can continu hi crime fight work the most notabl piec of equip suppli is kitt a highperform sport car fit with artifici intellig michael long is a policeman while investig someon he wa shot and left for dead but a millionair wilton knight find him and save him and give him a new face it seem that knight want to wage a war against crimin who oper abov the law and michael is the man he ha chosen to wage that war he ha creat the ultim car the knight industri two thousand or kitt which is lace with a virtual indestruct alloy and is also capabl of move on it own and also talk he give the car to michael and give him the new ident of michael knight michael is assist by one of knight associ devon mile bonni is the mechan who take care of kitt dure the second season bonni wa replac by april as the new mechan the folow season she left and bonni return the next season they acquir a new member reginald corneliu iii or rc,"1982, 1986",6.9,,26401.0,46,"David Hasselhoff, Edward Mulhare, Richard Basehart, Patricia McPherson"
681,681,friends from college,comedi drama,twenti year after graduat a tightknit group of colleg friend reconnect and discov that love hasnt gotten easier with agetwenti year after graduat a tightknit group of colleg friend reconnect and discov that love hasnt gotten easier with age a group of friend from harvard are face down their forti with interwoven and oftentim complic relationship with one anoth friend from colleg is a comed explor of old friendship former romant entangl and balanc adult life with nostalgia for the past,2017,6.8,,14675.0,30,"Keegan-Michael Key, Cobie Smulders, Annie Parisse, Nat Faxon"
682,682,ncis: new orleans,crime drama,a spinoff of nci about the local field offic of nci that investig crimin case involv militari personnel in the big easi a citi known for it music entertain and decad thi color citi that harbor a dark side is a magnet for servic personnel on leav and when overindulg is follow by troubl special agent dwayn pride team is at it besta spinoff of nci naval crimin investig servic about the local field offic of nci that investig crimin case involv militari personnel in the big easi a citi known for it music entertain and decad thi color citi that harbor a dark side is a magnet for servic personnel on leav and when overindulg is follow by troubl special agent dwayn pride team is at it best,2014,6.8,,12451.0,42,"Scott Bakula, Lucas Black, Rob Kerkovich, CCH Pounder"
683,683,dominion,action drama fantasi,follow the peril journey of a rebelli young soldier who discov he the unlik savior of humanityfollow the peril journey of a rebelli young soldier who discov he the unlik savior of human dominion is an epic supernatur drama set in the near futur specif year after the extinct war when an armi of lower angel assembl by the archangel gabriel wage war against mankind the archangel michael turn against hi own kind chose to side with human rise out of the ash of thi long battl are newli fortifi citi which protect human survivor at the center of the seri is the citi of vega a glisten empir that ha form from the ruin of what wa onc la vega,"2014, 2015",6.8,,21696.0,90,"Christopher Egan, Tom Wisdom, Roxanne McKee, Luke Allen-Gale"
684,684,helix,horror mysteri scifi,a team of scientist are thrust into a potenti lifeordeath situat when they arriv in the arctic to secretli investig what could be an outbreak of a strang diseas in a seclud intern research facilitya team of scientist are thrust into a potenti lifeordeath situat when they arriv in the arctic to secretli investig what could be an outbreak of a strang diseas in a seclud intern research facil helix is a scienc fiction thriller that focus on a cdc expedit into the arctic they go there to investig the potenti outbreak of a diseas with no idea what they are get themselv into they encount an almost zombielik threat that could threaten mankind itself whilst the oper of the facil seem to know more than what he is say,"2014, 2015",6.8,,27162.0,40,"Billy Campbell, Kyra Zagorsky, Mark Ghanimé, Jordan Hayes"
685,685,the new normal,comedi romanc,a singl mother life after she accept the offer to be a surrog mother for a gay couplea singl mother life after she accept the offer to be a surrog mother for a gay coupl,"2012, 2013",6.8,,10527.0,30,"Justin Bartha, Andrew Rannells, Georgia King, Bebe Wood"
686,686,unforgettable,crime drama mysteri,carri well a former polic detect ha a rare abil to rememb virtual everyth she experi includ detail visual recal she return to polic work and use her abil to solv crimescarri well a former polic detect ha a rare abil to rememb virtual everyth she experi includ detail visual recal she return to polic work and use her abil to solv crime,"2011, 2016",6.8,,14615.0,60,"Poppy Montgomery, Dylan Walsh, James Hiroyuki Liao, Jane Curtin"
687,687,terra nova,adventur mysteri scifi,center on the shannon an ordinari famili from when the planet is die who are transport back million year to prehistor earth where they join terra nova a coloni of human with a second chanc to build a civilizationstrik forc centauri led by mech pilot nikola ap io is the top defens unit of alpha centauri coloni they usual fight pirat and bandit but now the forc of terra hegemoni the tyrann rule bodi of earth are come,1996,,,,,"Barry Bransfield, Dan Schmidt, Dian Bachar, Ken Baltin, Mark Berry, Eric Brosius"
688,688,glee,comedi drama music,a group of ambiti misfit tri to escap the harsh realiti of high school by join a glee cluba group of ambiti misfit tri to escap the harsh realiti of high school by join a glee club when a high school spanish teacher will schuester becom the director of the school fail glee club new direct he hope to be abl to rejuven it the club compet in the choir competit circuit it been call a high school music for adult the seri follow the club and it mixtur of oddbal member as they tri and restor it to it former glori it is a music comedi in which the eager and ambiti student not onli compet to win the nation but also have to deal with the tough and cruel realiti of their school mckinley high at the same time will is tri to rejuven hi fail love life whilst prevent the school cheer lead coach sue sylvest from sabotag the choir when a high school spanish teacher becom the new glee club coach a club he wa previous in he take on a group of veri differ but talent student train a glee club ha never been so amus new bond creat and friend for life made get readi for new direct mckinley high school in lima ohio is forev chang when spanish teacher will schuester reviv the school show choir as will begin to recruit member for hi danc and sing glee club he realiz that hi ragtag group of high school outcast could becom a sensat the student who take a chanc on glee club soon becom lifelong friend as they battl school humili heartbreak loneli and bulli when glee club prove to be veri good and talent the school cheerlead coach sue sylvest take it upon herself to destroy the club and everyon involv with it as glee club is thrown numer challeng by the high school popular kid rival show choir and sue will wont give up on the bud student star will face phenomen stress level as he deal with one of hi student kurt hummel be mercilessli bulli tri to meet the diva that is rachel berri high demand mentor footbal jock finn hudson who is confus by all the element of hi life two of hi student deal with teen pregnanc and desper tri to fix hi toxic marriag through all of thi drama glee club must win their competit if they want to continu exist the show also focus on the mckinley alumni after graduat follow kurt and rachel navig the scari street of new york the other graduat scrambl to make it big in california and will who tri to get a second gener of glee clubber glee explor the up and down of high school life and love while emphas the import of equal in school and the world and also share light on the countless problem that face student and school faculti today,"2009, 2015",6.8,,124880.0,44,"Lea Michele, Jane Lynch, Matthew Morrison, Cory Monteith"
689,689,v,drama scifi thriller,an extraterrestri race arriv on earth with seemingli good intent onli to slowli reveal their true machin the more ingrain into societi they becomerambo goe up against a mexican cartel in what report to be hi last adventur rambo team up with a journalist to track down and rescu a group of local girl that have been kidnap by a mexican sex traffick ring after tri to settl down to a quiet peac life statesid at the famili ranch in arizona after spend decad abroad,2019,,,,,"Adrian Grunberg, Sylvester Stallone, Paz Vega, Louis Mandylor, Óscar Jaenada"
690,690,my wife and kids,comedi famili,michael kyle long for a tradit life but hi daytrad wife janet gangsta rapworship son michael jr and brood daughter clair and kadi make hi dream just that a dreammichael kyle long for a tradit life but hi daytrad wife janet gangsta rapworship son michael jr and brood daughter clair and kadi make hi dream just that a dream damon wayan play michael kyle a man on a tragic funni quest for a tradit famili he a notsomodern man live in a veri modern world can you relat hi stayathom bride tisha campbellmartin becam a stock market trailblaz hi onli son idol gangster rap star instead of him hi moodi adolesc daughter two favorit hobbi are ask him for money and give him grief and hi youngest daughter rare let her daddi have the last word perhap after all of the chao is over he will realiz that hi dream of have a normal american famili came true a long time ago,"2001, 2005",6.8,,23709.0,30,"Damon Wayans, Tisha Campbell-Martin, George Gore II, Parker McKenna Posey"
691,691,ally mcbeal,comedi drama fantasi,follow the person and profession life of lawyer allyfollow the person and profession life of lawyer alli alli mcbeal and billi thoma were go steadi throughout their childhood alli even follow billi to harvard law school despit have no interest in law but when billi chose to pursu a career in law away from alli their relationship came to an end in the present an old classmat of alli name richard fish give alli a job at hi law firm where billi and hi new wife are also work thi put alli in a predica sinc she still ha feel for billi which she labor to get over at the offic alli put up with a nosi gossip secretari name elain and an oddbal lawyer name john cage never seem to lose a case at home alli friend and housem ren e regularli advis her on her love life the seri follow alli trial and tribul in life through her eye and caricatur her person thought and fantasi alli mcbeal is a singl young lawyer look for love and fullfil in life she work for a boston law firm with her exlov and hi wife a money love boss and an annoy receptionist with all that is go on she must contend with her feel and her over activ imagin,"1997, 2002",6.8,,27599.0,45,"Calista Flockhart, Greg Germann, Jane Krakowski, Vonda Shepard"
692,692,xena: warrior princess,action adventur drama,xena a mighti warrior princess with a dark past set out to redeem herself she is join by small town bard gabriel togeth they journey the ancient world and fight for the greater good against ruthless warlord and godsxena a mighti warrior princess with a dark past set out to redeem herself she is join by small town bard gabriel togeth they journey the ancient world and fight for the greater good against ruthless warlord and god xenaonc known as destroy of nation tri to redeem herself by fight for the greater good on her quest she meet gabriel a small town bard hungri for adventur togeth they take down some of the world most formid oppon even the god xena warrior princess set out to redeem herself for her dark past she is join by small town bard gabriel togeth they journey the ancient mytholog world and fight for the greater good against ruthless warlord and god a campi fantasi fill with action adventur hong kong style martial art comedi and drama xena come facetofac with her past mani time over and tri to right the wrong she did gabriel is eager to find her way and becom a warrior they go through a lot togeth and at the core of it all is their power friendship xena a mighti warrior and healer onc led a band of outlaw that terror all of greec she ha come to regret the harm she caus and with her companion gabriel now travel the countrysid seek adventur and fight the forc of evil in ancient greec a time of mythic legend xena wa a mighti femal warrior xena onc left her villag and led a armi of outlaw that terror the land and wa a former enemi of the legendari hero hercul xena began to regret what she had done and embark on a quest for redempt join by a young woman name gabril xena travel across the land as she battl forc of evil and would often do battl with her evil foe the ruthless and charm are and callisto a warrior woman out to get her reveng on xena for the death of her famili and burn her villag when she wa a child and xena and gabril were on occas join by trust friend wannab warrior joxer and thief autolycu seek adventur and help peopl xena courag will chang the world,"1995, 2001",6.8,,37821.0,45,"Lucy Lawless, Renée O'Connor, Ted Raimi, Kevin Smith"
693,693,lois & clark: the new adventures of superman,adventur comedi drama,in addit to fight evil superman ha a burn romanc with loi lane in both hi identitiesin addit to fight evil superman ha a burn romanc with loi lane in both hi ident loi and clark is base on superman be a gener x man in hi twenti somewher clark must experi life as a prethirti pupil loi as alway is by hi side at the daili planet ad that ohsoev romant side to hi life the relationship between loi and clark is as alway a platon but on the edg of mad love type of experi,"1993, 1997",6.8,,18962.0,46,"Dean Cain, Teri Hatcher, Lane Smith, K Callan"
