,0
Lee Chul Woo,"['Ruby Ruby Love', 'Age of Youth']"
Lee Chun Hee,"['Jun Hye Ji', 'A Promise with the Gods', 'Our Place’s Tasty Soybean Paste', 'Remember You', 'Producer', 'The Master’s Sun', 'Dating Agency: Cyrano', 'Like a Fairytale', 'The Thousandth Man', 'Take Care Of Us, Captain', 'Gloria ', 'Road Number One', 'Smile, You', 'On Air', 'Dae Wang Sejong', 'Seoul’s Sad Song', 'Autumn Shower', 'Only You']"
Lee Chung,['The King’s Face']
Lee Dae Keun,['Fermentation Family']
Lee Dae Ro,"['Ruler: Master of the Mask', 'Jingbirok', 'The Legendary Witch', 'Cuckoo Nest', 'What Happens to My Family?', 'Jung Do Jun', 'Beautiful Sky after the Rain', 'Sword and Flower', 'Advertising Genius Lee Tae Baek', 'King’s Dream', 'New Tales of Gisaeng', 'Freedom Fighter, Lee Hoe Young', 'Three Sisters', 'Chuno', 'Hometown Legends', 'Belle', 'Seoul’s Sad Song', 'Hwang Jin Yi', 'Dear Heaven', 'The Age of Heroes']"
Lee Dae Yun,"['Item', 'Let Me Introduce Her', 'About Time', 'Lawless Lawyer', 'Two Cops', 'Deserving of the Name', 'The Liar and His Lover', 'TV Novel – Sea of the Woman', 'The Universe’s Star', 'Blow Breeze', 'Moonlight Drawn by Clouds', 'Ready for Start', 'Goodbye Mr. Black', 'Ready for Start', 'Splash Splash Love', 'Oh My Ghost', 'School 2015: Who Are You?', 'Thank You My Son', 'Spy', 'Run, Jang Mi', 'Big Man', 'Golden Cross', '3 Days', 'The Full Sun', 'Gold Rainbow', 'Devil', 'Medical Top Team', 'Sword and Flower', 'TV Novel – Eun Hee', 'Advertising Genius Lee Tae Baek', 'Jeon Woo Chi', 'Flower Boy Next Door', 'I Do, I Do', 'The Equator Man', 'The Princess’ Man', 'Perfect Spy', 'My Princess', 'Spy Trader Kim Chul Soo’s Recent Condition', 'Oh! My Lady', 'Chuno', 'The Road Home', 'Hometown Legends', 'Spotlight', 'Dae Wang Sejong', 'Eight Days Mystery of Jeong Jo Assassination', 'Looking For Dorothy', 'Famous Princesses', 'Shin Don', 'Resurrection', '18 vs. 29', 'Ireland', 'Magic', 'Good Person', 'Snowman']"
Lee Dal,['Two Cops']
Lee Dal Hyung,"['Bride of the Water God', 'The Merchant: Gaekju 2015', 'Save the Family', 'Flower of the Queen', 'Fall in Love with Soon-Jung', 'Misaeng', 'Iron Man', 'My Dear Cat', 'Angel’s Revenge', 'The Firstborn', 'Monstar', 'TV Novel – Sam Saeng', 'Little Girl Detective', 'Operation Proposal', 'Sweet Palpitations', 'Rock Rock Rock', 'God’s Quiz', 'Sungkyunkwan Scandal', 'Running', 'Call of the Country', 'The Miracle of Love', 'Merchant Kim Man Deok', 'God of Study', 'Hometown Legends', 'Partner', 'The Man Who Can’t Get Married', 'On Air', 'Dae Wang Sejong', 'Dae Jo Yeong', 'The Vineyard Man', 'Ice Girl', 'Oh! Pil Seung And Bong Soon Young']"
Lee David,"['Bad Papa', 'Save Me', 'Be Positive', 'Let’s Fight Ghost', 'Mirror of the Witch', 'School 2015: Who Are You?', 'KangChi, The Beginning', 'The Great Seer', 'Hometown Legends', 'Iljimae', 'Big Sister', 'Bad Woman, Good Woman', 'Yeon Gae Somun', 'King’s Woman']"
Lee Do Hyun (2005),"['Clean With Passion For Now', 'Rebel: Thief Who Stole the People', 'Beautiful Mind', 'Kill Me, Heal Me', 'Secret Door', 'The Prime Minister and I', 'The Master’s Sun', 'My Love, Madame Butterfly', 'Arang and the Magistrate', 'You Who Rolled In Unexpectedly', 'Feast of the Gods', 'Just Like Today', 'Stormy Lovers', 'More Charming by the Day']"
Lee Do Hyun (1995),"['Thirty But Seventeen', 'Wise Prison Life']"
Lee Do Kyum,"['My Healing Love', 'Your House Helper', 'While You Were Sleeping', 'Wise Prison Life', 'Naked Fireman', 'Solomon’s Perjury']"
Lee Do Kyung,"['The Miracle We Met', 'Black', 'Last', 'House Maids', 'Modern Farmer', 'KangChi, The Beginning', 'The King 2hearts', 'The Musical', 'Stone']"
Lee Do Young,['Childless Comfort']
Lee Do Yup,"['Suspicious Partner', 'Man to Man', 'My Wife’s Having an Affair this Week', 'Jealousy Incarnate', 'Signal', 'Six Flying Dragons', 'Bel Ami', 'The Great Seer']"
Lee Dong Gun,"['Angel’s Last Mission: Love', 'Where Stars Land', 'Sketch', 'Seven Day Queen', 'Laurel Tree Tailors', 'Super Daddy Yeol', 'Marry Him If You Dare', 'Star’s Lover', 'When It’s At Night', 'Perhaps Love', 'Smile Again', 'Stained Glass', 'Lovers in Paris', 'Sweet 18', 'A Problem At My Younger Brother’s House', 'Sang Doo, Let’s Go To School', 'Ruler of Your Own World', 'Friends', '2017 KBS Drama Award', '2016 KBS Drama Award']"
Lee Dong Ha,"['Priest', 'Hate To Love You', 'Signal', 'One More Happy Ending', 'Eve’s Love', 'It’s Ok, This is Love ', 'Come! Jang Bo Ri', 'The Reason I’m Getting Married']"
Lee Dong Hae,"['God’s Quiz 4', 'Panda and Hedgehog', 'It’s Okay, Daddy’s Girl']"
Lee Dong Hoon,"['Justice Team', 'Riders: Catch Tomorrow', 'The King of Dramas', 'The Empress', 'Ang Shim Jung', 'Lawyers', 'Miracle']"
Lee Dong Hwi,"['Radiant Office', 'Entourage', 'Red Teacher', 'Reply 1988', 'Divorce Lawyer in Love', 'Joseon Gunman', '2016 KBS Drama Award']"
Lee Dong Jin,"['Tunnel', 'Go Ho, The Starry Night', 'The Time We Were Not In Love', 'Pinocchio', 'Gap Dong', 'I Can Hear Your Voice', 'Swallow the Sun']"
Lee Dong Joon,"['Lee Il Mi', 'You’re Only Mine', 'New Tales of Gisaeng', 'Queen of Ahyun']"
Lee Dong Kyu,"['Beautiful Mind', 'Gye Baek', 'Hometown Legends', 'On Air']"
Lee Dong Shin,"['Endless Love', 'Jang Ok Jung', 'Soldier', 'Poseidon']"
Lee Dong Wook,"['Touch Your Heart', 'Life', 'Goblin', 'Bubblegum', 'Iron Man', 'Hotel King', 'Gang Goo’s Story', 'Mandate of Heaven', 'Wild Romance', 'Scent of a Woman', 'Partner', 'Bittersweet Life', 'My Girl', 'Hanoi Bride', 'Precious Family', 'Island Village Teacher', 'Land of Wine', 'Loving You', '2011 SBS Drama Award', '2011 SBS Drama Award']"
Lee Doo Il,"['My Only One', 'The Alchemist', 'Missing Noir M', 'Cheer Up, Mr. Kim', 'I Need a Fairy', 'Operation Proposal', 'Indomitable Daughters in Law', 'Paradise Ranch', 'Chosun Police Season 3', 'President ', 'Stars Falling From the Sky', 'Bittersweet Life', 'Life Special Investigation Team', 'Single Dad in Love', '9 End 2 Outs', 'Hello Franceska', 'King’s Woman']"
Lee Doo Suk,"['Naked Fireman', 'Kill Me, Heal Me', 'Bird That Doesn’t Cry', 'Reset', 'Mr. Back', 'Jung Do Jun', 'Medical Top Team', 'Can’t Live without You', 'Horse Doctor', 'Queen Insoo']"
Lee Duk Hwa,"['Lee Ji Hyu', 'Love in Sadness', 'Eulachacha Waikiki', 'Good Witch', 'Nothing to Lose', 'The Best Hit', 'Suspicious Partner', 'Defendant', '38 Task Force', 'Monster', 'The Merchant: Gaekju 2015', 'Unkind Women', 'Hyde, Jekyll and I', 'Shine or Go Crazy', 'My Heart Twinkle Twinkle', 'Hotel King', 'Wonderful Day in October', 'Prime Minister & I', 'A Well Grown Daughter, Hana', 'Secret', 'Cruel Palace – War of Flowers', 'Queen of Ambition', 'May Queen', '21st Century Family', 'Salaryman Chohanji', 'Myung Wol the Spy', 'Midas', 'King Geunchogo', 'Comrade', 'Empress Chun Chu', 'Hometown Legends', 'Aeja’s Older Sister, Minja', 'Powerful Opponents', 'Dae Jo Yeong', 'Golden Apple', 'Prince’s First Love', 'My Lovely Family', 'Into the Storm', 'All In', '2015 SBS Drama Award', '2014 SBS Drama Award', '2012 SBS Drama Award', '2012 MBC Drama Award']"
Lee El Bin,"['Blessing of the Sea', 'Good Person']"
Lee Eui Woong,['Radio Romance']
Lee Eun Hyung,"['Mysterious Personal Shopper', 'A Korean Odyssey', 'Lovers in Bloom', 'Second To Last Love', 'TV Novel – Single Minded Dandelion', 'Padam Padam… The Sound of His and Her Heartbeats']"
Lee Eun Soo,"['White Lies', 'Working Mom', 'My Love', 'Be Strong Geum Soon']"
Lee Gap Sun,['TV Novel – The Stars Are Shining']
Lee Geon Hee,"['Yeong Joo', 'Remember – War of the Son']"
Lee Gun,"['Jang Yeong Sil', 'A Daughter Just Like You', 'God of the Workplace', 'Myung Wol the Spy', 'King of Baking, Kim Tak Goo', 'The Birth of the Rich', 'Seoul 1945', 'Lee Ji Hoo']"
Lee Gun Ha,"['Black', 'Lovers in Bloom', 'I’m Sorry Kang Nam Goo', 'Master: God of Noodles', 'Marriage Contract', 'Please Come Back, Mister', 'Mask']"
Lee Gun Joo,"['Jang Ok Jung', 'The King and I', 'Get Karl! Oh Soo Jung', 'Snow Flower', 'Romance']"
Lee Gun Myung,"['Priest', 'Jang Yeong Sil']"
Lee Gun Woo,"['Twelve Nights', 'Woman of Dignity']"
Lee Ha Neul,"['Stroke of Luck', 'Chuno', 'Everybody Cha Cha Cha', 'That Person Is Coming']"
Lee Ha Yool,"['Miss Ma, Nemesis', 'Ping Pong Ball', 'Eulachacha Waikiki', 'Pinocchio’s Nose', 'Person Who Gives Happiness', 'TV Novel – The Stars Are Shining', 'The Night Watchman', 'Angel Eyes', 'TV Novel: Eun Hee', 'Don’t Worry, I’m a Ghost', 'Padam Padam… The Sound of His and Her Heartbeats', 'Late Night Hospital']"
Lee Hae Woo,"['Neighborhood Hero', 'TV Novel – In Still Green Days', 'Rosy Lovers', 'Big Man', 'Gu Am Heo Joon', 'Golden Fish', 'Tempted Again', 'Boys Before Flowers', 'Yi San']"
Lee Hae Young,"['Different Dreams', 'The Guest', 'Voice Season 2', 'Sketch', 'Mistress', 'I’m Not a Robot', 'Black', 'Duel', 'Saimdang, Light’s Diary', 'Voice', 'Pied Piper', 'Vampire Detective', 'Dr. Frost', 'Liar Game', 'Family Secrets', 'Big Man', 'Advertising Genius Lee Tae Baek', 'Korean Peninsula', 'Midas', 'That Fool', 'Evasive Inquiry Agency']"
Lee Hak Joo,"['Memories of the Alhambra', 'Escapers', 'Disqualified Laughter', '38 Task Force', 'Oh My Ghost', 'My Love Eun Dong', 'Fake Family']"
Lee Han Sol,"['Poseidon', '2009 Alien Baseball Team', 'Empress Chun Chu', 'Jang Gil San']"
Lee Han Wie,"['Home for Summer', 'Different Dreams', 'Top Star Yoo Baek', 'The Beauty Inside', 'Lawless Lawyer', 'Shall We Live Together', 'Mysterious Personal Shopper', 'Cross', 'The Package', 'Revolutionary Love', 'Hospital Ship', 'Introverted Boss', 'Another Miss Oh', 'Entertainer', 'Neighborhood Hero', 'My Mother is a Daughter-In-Law', 'Warm and Cozy', 'Super Daddy Yeol', 'Punch', 'Tears of Heaven', 'Modern Farmer', 'Marriage Not Dating', 'You’re All Surrounded', 'A New Leaf', 'Wild Chives and Soy Bean Soup: 12 Years Reunion', 'Cunning Single Lady', 'Emergency Couple', 'The Prime Minister and I', 'Stranger', 'Basketball', 'Passionate Love', 'Gu Am Heo Joon', 'Nine: 9 Times Time Travel', 'Incarnation of Money', '7th Grade Civil Servant', 'School 2013', 'To the Beautiful You', 'Fashion King', 'Wild Romance', 'Just Like Today', 'Gye Baek', 'Athena: Goddess of War', 'King of Baking, Kim Tak Goo', 'The Birth of the Rich', 'Chuno', 'Hero', 'Good Job, Good Job', 'Ja Myung Go', 'Beethoven Virus', 'City of Glass', 'Hometown Legends', 'My Sweet City', 'Evasive Inquiry Agency', 'The 1st Shop of Coffee Prince', 'Love and Hate', 'Pure 19', 'Spring Waltz', 'Princess Lulu', 'Resurrection', '18 vs. 29', 'Delightful Girl Choon Hyang', 'The Immortal Lee Soon-Shin', 'Lotus Flower Fairy', 'One Million Roses', 'Damo', '2015 SBS Drama Award']"
Lee Hee Do,"['Secrets and Lies', 'The Flower in Prison', 'School 2015: Who Are You?', 'Mama – Nothing to Fear', 'Her Legend', 'Mandate of Heaven', 'Crazy Love', 'Jeon Woo Chi', 'Horse Doctor', 'The Princess’ Man', 'The Women of Our Home', 'Family Secrets', 'Dong Yi', 'The Reputable Family', 'Creating Destiny', 'Hometown Legends', 'Partner', 'The Lawyers of The Great Republic Korea', 'Big Sister', 'One Mom and Three Dads', 'Yi San', '9 End 2 Outs', 'White Tower', 'Hwang Jin Yi', 'Mr Goodbye', 'Just Run!', 'Ballad of Suh Dong', 'Be Strong Geum Soon', 'Stained Glass', 'Sea God', 'Dae Jang Geum', 'Something About 1%', 'Screen', 'The Bean Chaff of My Life', 'Glass Slippers']"
Lee Hee Joon,"['Dae Jang Geum Is Watching', 'Mistress', 'Not Played', 'The Most Beautiful Goodbye in the World', 'The Legend of the Blue Sea', 'Yoo Na’s Street', 'The Queen of Office', 'Jeon Woo Chi', 'Unexpected You', 'Wild Romance', 'The Princess’ Man', 'Identical Criminals', 'Cupid Factory', 'Perfect Spy', 'Que Sera, Sera', '2012 KBS Drama Award', '2012 KBS Drama Award', '2011 KBS Drama Award']"
Lee Hee Suk,"['City of the Sun', 'Korean Peninsula']"
Lee Ho Chul,"['Lawless Lawyer', 'Wise Prison Life', 'Third-Rate My Way', 'Rebel: Thief Who Stole the People', 'Oh My Geum Bi']"
Lee Ho Jae,"['Mr. Sunshine', 'Mysterious Personal Shopper', 'Mystery Queen 2', 'Secret Forest', 'Lookout', 'Solomon’s Perjury', 'The Legend of the Blue Sea', 'Doctors', '38 Task Force', 'Scholar Who Walks the Night', 'Golden Cross', 'The Marvelous Sunshine Funeral Home For The Elderly', 'Flames of Ambition', 'Tempted Again', 'The Return of Iljimae', 'The World That They Live In', 'The Lawyers of The Great Republic Korea', 'My Sweet City', 'Goong S', 'Goong', 'Just Run!', 'Sorry I Love You']"
Lee Hong Bin,"['The Smile Has Left Your Eyes', 'Witch’s Love', 'Wednesday 3:30 PM', 'What’s With Money?', 'Moorim School', 'Glorious Day', 'The Heirs']"
Lee Hong Ki,"['I Hate You, Juliet!', 'A Korean Odyssey', 'Modern Farmer', 'Bride of the Century', 'Noriko Goes to Seoul', 'My Girlfriend is a Nine-Tailed Fox', 'More Charming by the Day', 'You’re Beautiful', 'Style', 'On Air', 'Unstoppable Marriage']"
Lee Hoon,"['Strongest Deliveryman', 'Here Comes Love', 'Pure Love', 'Full House Take 2', 'May Queen', '21st Century Family', 'Indomitable Daughters-in-Law', 'Dream', 'I Am Happy', 'Thirty Thousand Miles in Search of My Son', 'My Man’s Woman', 'Love and Ambition', 'Three Leaf Clover', 'King’s Woman']"
Lee Hoon Jin,"['Wise Prison Life', 'Contract Man']"
Lee Hwa Ryong,"['Angel’s Last Mission: Love', 'Children of Nobody', 'The Player', 'Something in the Rain', 'Witch’s Court', 'Seven Day Queen', 'Heard It Through the Grapevine', 'The End of the World', 'Byul Soon Geom']"
Lee Hwang Ui,"['I Hate Going to Work', 'The Player', 'Chief Kim']"
Lee Hwi Jae,"['Go Back Couple', 'My Wife’s Having an Affair this Week', 'The Greatest Love', 'Lawyers']"
Lee Hyo Je,"['Black', 'Moonlight Drawn by Clouds', 'Mrs. Cop 2']"
Lee Hyo Jung,"['Lee Yoo Ji', 'Children of a Lesser God', 'My Heart Twinkle Twinkle', 'Birth Secret', 'Jang Ok Jung', 'I’ll Give You The Stars and The Moon', 'TV Novel Bok Hee', 'The Princess’ Man', 'City Hunter', 'New Tales of Gisaeng', 'Kim Soo Ro', 'Giant', 'Jejoongwon', 'Hometown Legends', 'East of Eden', 'Snow in August', 'Yeon Gae Somun', 'As the River Flows', 'Princess Lulu', 'Green Rose', 'Hello My Teacher', 'The Immortal Lee Soon-Shin', 'The Age of Heroes', 'Love is All Around', 'Escape From Unemployment', '2013 SBS Drama Award']"
Lee Hyun Bin,"['Shine or Go Crazy', 'Eve’s Love', 'Cheongdamdong Scandal', 'One Well-Raised Daughter', 'Misaeng']"
Lee Hyun Jae,"['The Queen of Office', 'Shut Up Flower Boy Band', 'Color of Women']"
Lee Hyun Jin,"['Sky Castle', 'Love to the End', 'Smashing on Your Back', 'Whisper', 'Second To Last Love', 'Another Oh Hae Young', 'The Heirs', 'Empire of Gold', 'Operation Proposal', 'You’ve Fallen for Me', 'A Good Day For The Wind To Blow', 'Jewel Bibimbap', 'Family’s Honor', 'Kimchi Cheese Smile']"
Lee Hyun Kyul,"['My Secret Terrius', 'Backflow', 'Blow Breeze', 'Descendants of the Sun', 'Marriage Contract', 'Mrs. Cop', 'The Return of Hwang Geum Bok', 'Pride and Prejudice']"
Lee Hyun Woo (1966),"['Ruby’s Ring', 'Salamander Guru', 'Oh My Lady', 'Dal Ja’s Spring', 'Common Single', 'Wedding', 'Sad Love Song', 'The Woman Who Wants to Marry', 'Attic Cat']"
Lee Hyun Woo (1993),"['The Liar and His Lover', 'Moorim School', 'Scholar Who Walks the Night', 'OK Family', 'To the Beautiful You', 'The Equator Man', 'Brain', 'Gye Baek', 'God of Study', 'Give Me Food', 'Queen Seon Duk', 'The Return of Iljimae', 'Four Colours of Love', 'Dae Wang Sejong', 'Lobbyist', 'The Legend', 'Spring Day', '2012 SBS Drama Award']"
Lee Hyun Wook,"['Mrs. Cop 2', 'Best Couple', 'Only Love', '3 Days']"
Lee Hyung Chul,"['Return of Lucky Pot', 'Second To Last Love', 'Flower of the Queen', 'Good For You', 'Jang Ok Jung', 'War of the Roses', 'Pasta', 'City Hall', 'On Air', 'Oh Lovers', 'Special of My Life', 'Scent of a Man', 'Desert Spring']"
Lee Hyung Suk (1979),"['109 Unusual Things Have Happened', 'Golden Fish']"
Lee Hyung Suk (2000),"['Firstborn', 'Time Slip Dr. Jin', 'Hooray for Love', 'More Charming by the Day', 'Dong Yi', 'Enjoy Life', 'Good Job, Good Job', 'Romance Zero', 'The Lawyers of The Great Republic Korea']"
Lee Il Jae,"['The King’s Dream', 'Bridal Mask', 'Empress Chun Chu', 'East of Eden', 'Don’t Ask Me About the Past', 'The King and I', 'Time Between Dog and Wolf', 'Yeon Gae Somun', 'The Immortal Lee Soon-Shin', 'Jang Gil San']"
Lee Il Min,"['Lee Dong Joo', 'TV Novel – That Sun in the Sky', 'I Believe in Love', 'Assorted Gems']"
Lee Ik Joon,"['Witch’s Court', 'Father is Strange', 'The Good Wife']"
Lee In,"['I’m Sorry Kang Nam Goo', 'TV Novel – Eun Hee', 'King Geunchogo', 'Stone', 'Sungkyunkwan Scandal', 'Chuno', 'Empress Chun Chu', 'Glory of Youth', 'The Painter of the Wind', 'Dae Wang Sejong', 'Cannot Hate You', 'Hwang Jin Yi', 'Magic', 'War of the Roses', 'The Immortal Lee Soon-Shin', 'Sweet 18']"
Lee In Sung,"['Jung Yi, The Goddess of Fire', 'Love Again', 'Last Scandal', 'Hong Gil Dong', 'Supermom', 'Spring Waltz', 'Hello Franceska', 'Lovers in Paris', 'Jang Gil San']"
Lee Jae Goo,"['The Player', 'Hwajung', 'Come! Jang Bo Ri', 'Shark']"
Lee Jae Hoon,"['Good Person', 'Endless Love', 'IRIS II', 'Don’t Ask Me About the Past']"
Lee Jae Hwang,"['Backflow', 'Eve’s Love', 'Take My Hand', 'I Love You', 'Smile, Mom', 'The Queen Returns', 'Temptation of Wife', 'Please Come Back, Soon-Ae', 'That Summer Typhoon', 'We Are Dating Now']"
Lee Jae Hyung,['9 Seconds – Eternal Time']
Lee Jae Jin,"['Rich Man', 'My Only Love Song', 'Unni is Alive', 'The Flatterer', 'Style', 'On Air', 'Unstoppable Marriage']"
Lee Jae Joon,"['Save Me', 'The Sound of Your Heart', 'Sweet Home, Sweet Honey', 'Second Time Twenty Years Old', 'The Lover', 'Dating Agency: Cyrano']"
Lee Jae Kyoon,"['The Ghost Detective', 'The Great Seducer', 'Fighter Choi Kang Soon', 'While You Were Sleeping', 'Argon', '20th Century Boy and Girl', 'Deserving of the Name', 'Red Teacher', 'Shopping King Louie', 'Wanted', 'Reply 1988', 'I’ve Got My Eye On You', 'Mrs. Cop', 'Seonam Girls High School Investigators']"
Lee Jae Ryong,"['Yoo Ho Jun', 'Beautiful Mind', 'King’s Daughter Soo Baek Hyang', 'Pure Love', 'I Believe in Love', 'Red Candy', 'General Hospital 2', 'Bad Woman, Good Woman', 'Snow Flower', 'Goodbye Solo', 'The Immortal Lee Soon-Shin']"
Lee Jae Won,"['Kill It', 'Heart Surgeons', 'Han Yeo Reum’s Memory', 'Untouchable', 'Two Cops', 'While You Were Sleeping', 'Deserving of the Name', 'Secret Forest', 'The Legend of the Blue Sea', 'The Spring Day of My Life', 'Doctor Stranger', 'The Full Sun', 'Can We Love?', 'One Warm Word', 'The Master’s Sun', 'Can We Get Married ?', 'The Thousandth Man', 'Drama Special Season 3 – The Great Dipper', 'Drama Special Season 3 – Swamp Ecology Report', 'Bridal Mask', 'Holy Land', 'Kokkiri']"
Lee Jae Woo,"['Duel', 'Sweet Enemy', 'The K2', 'Neighborhood Lawyer Jo Deul Ho', 'Goodbye Mr. Black', 'Dr. Frost', 'Modern Farmer', 'Noblewoman', 'That Winter, The Wind Blows', 'It Was Love', 'Padam Padam… The Sound of His and Her Heartbeats', 'Identical Criminals', 'Babyfaced Beauty', 'Sign', 'Glory of Youth', 'Empress Chun Chu']"
Lee Jae Wook,['Memories of the Alhambra']
Lee Jae Yong,"['Rich Man', 'Children of a Lesser God', 'Secret Forest', 'School 2017', 'Night Light', 'TV Novel – That Sun in the Sky', 'Mrs. Cop 2', 'Goodbye Mr. Black', 'Descendants of the Sun', 'Awl', 'Finding Argenta', 'My Beautiful Bride', 'Jingbirok', 'The Night Watchman', 'A Cat! Meow', '3 Days', 'Empress Ki', 'The Master’s Sun', 'Mandate of Heaven', 'Hur Jun, The Original Story', 'Jeon Woo Chi', 'Haeundae Lovers', 'The Equator Man', 'You Who Rolled In Unexpectedly', 'Bolder By the Day', 'Tree With Deep Roots', 'Romance Town', 'Athena: Goddess of War', 'Dae Mul', 'Sungkyunkwan Scandal', 'Dong Yi', 'A Man Called God', 'Swallow the Sun', 'Friend, Our Legend', 'Lobbyist', 'Yi San', 'Money’s Warfare', '90 Days, Falling in Love Days', 'The Book of Three Han', 'Sea God', 'Into The Storm']"
Lee Jae Yoon,"['Bad Detective', 'The Beauty Inside', 'Mother', 'Revolutionary Love', 'Argon', 'Weightlifting Fairy Kim Bok Joo', 'Another Miss Oh', 'I Have a Lover', 'Cheers to Me', 'The Secret Message', 'Glamorous Temptation', 'Heart to Heart', 'A Witch’s Love', 'Inspiring Generation', 'Golden Rainbow', 'Cruel City', 'Queen of Ambition', 'Ghost', 'Just Like Today', 'My Love By My Side', 'Stormy Lovers', 'A Man Called God', 'Heading to the Ground', 'Wolf', '2011 SBS Drama Award']"
Lee Jang Woo,"['Hwan He', 'My Only One', 'Rosy Lovers', 'Pretty Man', 'Oh Ja Ryong is Coming', 'I Do, I Do', 'Human Casino', 'Glory Jane @ Man of Honor', 'Smile, Dong Hae', 'Three Brothers', 'Tae Hee, Hye Kyo, Ji Hyun', 'Kokkiri', '90 Days, Falling in Love Days', '2018 KBS Drama Award', '2018 KBS Drama Award', '2014 MBC Drama Award', '2012 MBC Drama Award', '2011 KBS Drama Award']"
Lee Je Hoon,"['Where Stars Land', 'Tomorrow With You', 'Signal', 'Secret Door', 'Fashion King', 'Three Sisters', '2018 SBS Drama Award', '2016 tvN10 Award', '2014 SBS Drama Award', '2014 SBS Drama Award', '2018 SBS Drama Award']"
Lee Je Yeon,"['The Fiery Priest', 'Reunited Worlds', 'My Sassy Girl']"
Lee Ji Hoon (1979),"['Shall We Live Together', 'The Universe’s Star', 'Weightlifting Fairy Kim Bok Joo', 'Oh My Geum Bi', 'Jang Yeong Sil', 'Lee Soon Shin is the Best', 'Glass Mask', 'My Daughter The Flower', 'Identical Criminals', 'King Geunchog', 'I Can’t Sto', 'You Are My Destin', 'New Hear', 'Hello! Mis', 'Billie Jean, Look at M', 'Wonderful Lif', 'Pretty Woma', 'Lee Ji Hoo']"
Lee Ji Hoon (1988),"['Praise of Death', 'Your House Helper', 'Whisper', 'Unni is Alive', 'The Legend of the Blue Sea', 'Legendary Shuttle', 'Go Ho, The Starry Night', 'Mirror of the Witch', 'Six Flying Dragons', 'Blood', 'Gold Rainbow', 'Lee Soon Shin is the Best', 'School 2013']"
Lee Ji Oh,"['The Queen’s Classroom', 'Jang Ok Jung, Living in Love', 'Vampire Prosecutor 2', 'You Who Rolled In Unexpectedly', 'Queen Insoo', 'Dear My Sister', 'Hometown Legends', 'Cain and Abel', 'The King and I', 'How to Meet a Perfect Neighbor', 'Blue Fish', 'Love and Ambition', 'The Vineyard Man']"
Lee Jin Ho,"['Angry Mom', 'Age Ending in Nine Boy']"
Lee Jin Kwon,"['Madame Antoine', 'Signal', 'Mrs. Cop 2', 'All About My Mom', 'Reply 1988', 'Mrs. Cop', 'School 2015: Who Are You?', 'Ho Goo’s Love', 'Age Ending in Nine Boy']"
Lee Jin Sung,"['Person Who Gives Happiness', 'Road Number One', 'Invincible Lee Pyung Kang', 'Bad Woman, Good Woman', 'Princess Lulu']"
Lee Jin Woo,"['Lee Eung Kyun', 'TV Novel – Single Minded Dandelion', 'The King’s Dream', 'Empress Chun Chu', 'Dae Wang Sejong', 'Hometown over the Hill', 'Shin Don']"
Lee Jin Wook,"['Voice 3', 'Voice 2', 'Return', 'Goodbye Mr. Black', 'The Time We Were Not In Love', 'The Three Musketeers Season 1', 'Nine: 9 Times Time Travel', 'I Need Romance 2012', 'Myung Wol the Spy', 'The Road Home', 'City of Glass', 'Powerful Opponents', 'Before and After: Plastic Surgery Clini', 'Air City', 'Someday', 'Smile Again', 'Alone in Love', 'Resurrection']"
Lee Jong Bak,"['Switch: Change the World', 'A Well Grown Daughter, Hana', 'Cheongdamdong Alice', 'Ma Boy', 'You Who Rolled In Unexpectedly', '49 Days', 'Gloria', 'The Great Gye Choon Bin', 'Family’s Honor', 'Golden Apple', 'The Immortal Lee Soon-Shin']"
Lee Jong Goo,"['The Flower in Prison', 'Jackpot', 'Master: God of Noodles', 'My Home’s Honey Jar', 'Tomorrow Victory', 'Cuckoo Nest', 'Cheer Up, Mr. Kim!', 'Glass Mask', 'Horse Doctor', 'The World That They Live In', 'Evasive Inquiry Agency', 'Fly High', 'Special Crime Investigation']"
Lee Jong Hyuk,"['He Is Psychometric', 'Spring Turns to Spring', 'Yeonnam-dong 539', 'Descendants of the Sun', 'Reply 1988', 'Bubblegum', 'Flower of the Queen', 'Turning Point', 'Pluto Secret Society', 'The Master’s Sun', 'Dating Agency: Cyrano', 'Flower Boy Next Door', 'A Gentleman’s Dignity', 'Vampire Prosecutor', 'Yeongdeok Women’s Wrestling Team', 'Crime Squad', 'Fugitive: Plan B', 'Please Marry Me', 'Chuno', 'Temptation of an Angel', 'Chosun Police 2', 'Powerful Opponents', 'Bicheonmu', 'I Came in Search of a Flower', 'Crazy For You', 'Dr. Kkang', 'Hello, God', 'Green Rose', '2012 SBS Drama Award']"
Lee Jong Hyun,"['CNBLU', 'That Man Oh Soo', 'Girls’ Generation 1979', 'My Only Love Song', 'Orange Marmalade', 'Adolescence Medley', 'A Gentleman’s Dignity', '2012 SBS Drama Award']"
Lee Jong Soo,"['Love is Drop by Drop', 'Oh My Geum Bi', 'Awl', 'Make a Wish', 'Into the Flames', 'Cunning Single Lady', 'King’s Dream', 'King Geunchogo', 'Call of the Country', 'Everybody Cha Cha Cha', 'Fight', 'Daughter in Law', 'Yi San', 'Kid Gang', 'Yeon Gae Somun', 'Next', 'Han River Ballad', 'Jang Gil San', 'Breathless', 'Good Person', 'Orange', 'Bad Girls']"
