,Unnamed: 0.1,Title,Genre,Network,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
1214,1214,golden era of daughter in law,romant,KBS2,cho mi jin is a new employe of an apparel compani who later then becom the daughterinlaw of a famili run a pork hock restaur with a year old tradit lee bok soo the eldest son of the famili is a plan director at the compani mi jin work at the drama will revolv around the life of a new gener daughterinlaw thing get complic when mi jin s older brother in woo fall for bok soo s younger sister bok nam and they decid to get marri how will both famili adjust to be inlaw with each other again,,,,,,
1215,1215,how to meet a perfect neighbor,romant,SBS,baek soo chan ha noth in hi hand but he live a life under the belief that he will becom the man ani woman who sit next to him want howev hi belief is question when he start to realiz true lovethi drama will be focus on the relationship of four person who are live in the compani s dorm a profession conman a successor to the compani a lawyer and her meddl assistantbaek soo chan ha noth in hi hand but he live a life under the belief that he will becom the man ani woman who sit next to him want howev hi belief is question when he start to realiz true love when playboy baek soochan he final meet hi match with jung yoonhe he goe absolut crazi hi onc bliss life of mess around with women ha becom someth of the past everi sinc yoon hee start to make snide remark as she tri to protect her older sister from be trap by hi playboy way yoo joon suk is the heir to hi father veri success compani he is forc to come back and take over hi father compani when hi father suddenli collaps yoon hee then becom joon suk assist and fall for her boss will joon suk return her feel and will they be abl to be togeth despit hi mother object,2007,,,,65,"Doona Bae, Seung-woo Kim, Shi-hoo Park"
1216,1216,kimchi cheese smile,drama comedi mysteri,MBC,the drama is about famili who go from the pictur perfect life to a stage life shin gu run a photo studio and hi kimcheelik common class famili is about to becom inlaw with seon woo eunsook s cheeselik rich class famili that run a sport center and kim euldong play shin gu s wife lee hyeyeong play kim and shin s unmarri year old daughter with the clash in class and famili valu the drama is the comic event that follow when kimche and chees are hash togeth,,,,,,
1217,1217,time between dog and wolf,action romant,MBC,after hi mother is brutal murder in front of him by the thai crimin syndic cheongbang lee soo hyun lee joon ki is adopt into ni agent kang jung ho s famili togeth with kang min gi jung kyung ho jung ho s son soo hyun becom an ni agent when soo hyun met suh ji woo nam sang mi they were about twelv year old and ha anoth fate encount with her year later togeth they had promis for the futureon day soo hyun leav for an oper deal with the cheongbang onli to return in failur becaus of the resurfac terribl childhood memori of when he wa in thailand the chief of ni agent jeong propos to the distraught soo hyun to infiltr the cheongbang through chief jeong s proposit soo hyun becom an undercov ni agent after stage hi death hide hi past soo hyun infiltr the cheongbang with reveng in mind leav ji woo behind under the pseudonam of kay he pass through the backstreet of bangkok what soo hyun didn t know wa ji woo is the daughter of the same villain who kill hi mother and fatherth time between dog and wolf lheur entr chien et loup is the twilight hour when it difficult to distinguish good from evil friend from foe lee is a model ni offic admir by hi peer ador by hi famili and reunit with hi true love nam sangmi the grand chef sweet spi but hi bright futur darken when he learn that the savag murder of hi parent is now the key figur in an asian narcot ring lee sacrific everyth he hold dear to infiltr the triad in a labyrinth of corrupt that lead back to the ni itself,2007,8.3,,280.0,60,"Joon-Gi Lee, Sang-mi Nam, Kyung-ho Jung, Jae-Sung Choi"
1218,1218,ahyeondong manim / queen of ahyun,nan,MBC,wang hee ji will be in the role of a public prosecutor who meet and fall in love with anoth prosecutor who is year younger then her,,,,,,
1219,1219,9 end 2 outs,comedi romant,MBC,the drama is about love of singl in their s hong nan hee is an ordinari worker at a publish firm she s a girl who alway fall in and out of love sinc she wa young until she realiz that an old classmat and her best friend byun hyung tae ha alway been there for her hyung tae may seem to be a good catch in the eye of mani women but he s onli a cowardli boy to nan hee whom he grew up with end out is use the basebal theme to compar to the fate and live of the peopl in loveaft have been friend for all year of their live hong nan hee and byun hyung tae find themselv unwillingli live togeth which unexpectedli start chang the dynam of their relationship hong nan hee an unpublish writer work for a publish agenc and byun hyung tae a success advertis agent have been friend their entir live now that they are thirti a set of circumst forc them to live togeth though theyv alway confid in each other live in close quarter bring some chao into their relationship as they have to put up with each other shortcom and quirk on a daili basi as well as get way more involv in the other life than they were ever comfort with all that start spark some unexpect feel between them that could both strengthen or break their friendship forev,2007,7.7,,79.0,,"Soo Ae, Yoona, Jung-Jin Lee, Tae-Sung Lee"
1220,1220,hansungbyulgok / seoul’s sad song,histor romant,KBS2,,,,,,,
1221,1221,atch a kang nam mother,famili romant,SBS,,,,,,,
1222,1222,golden bride,famili romant,SBS,jin joo is a half korean and vietnames girl who marri a korean man kang joon woo in order to come to korea to look for her biolog father who abandon her the drama is not onli about her search for her dad but also about the cultur differ between her and her husband s famili there is bad blood between the two famili kim and kang the rivalri is even more fuel sinc ji young is still in love with her exboyfriend joon woo even though she is marri to young min kang sae mi is joon woo s sister and kim young soo is young min s younger brother they want to get marri but both famili oppos their marriag which lead to the two young lover live togeth and expect a babi out of wedlock kang won mi is the thoughtless old maid elder sister of joon woo,,,,,,
1223,1223,coffee prince,comedi romant,MBC,the life of go eun chan yoon eun hye is not easi she work mani job to pay off debt and even gave up her feminin imag choi han kyul gong yoo is the heir of a big food compani but hi grandmoth want him to settl down so she arrang mani date for him after eun chan bump into han kyul and wa mistaken for a boy han kyul decid to hire eun chan to be hi gay lover in order to avoid the arrang date desper in need of money eun chan had no choic but to accept han kyul s grandmoth also made han kyul in charg of a filthi coffe shop in danger of be bankrupt eun chan beg to work at the coffe shop and not long after feel start to spark except how would han kyul accept hi homosexu a tomboy mistaken for a lad maintain the decept for the sake of employ the situat becom complic when her male boss begin to develop feel for thi boy go eun chan is a young woman who support her mother and sister her short hair boyish cloth and manner often lead to her be mistaken for a young man labor under thi fals impress wealthi choi han kyul hire her to pretend to be hi gay lover to scare away the blind date hi grandmoth ha set up later han kyul is ask to prove himself by manag a rundown coffe shop eun chan maintain her fals male ident to becom a coffe princ employe the charad becom increasingli difficult as she fall in love with her boss han kyul is both surpris and confus by hi romant feel toward the boy,2007,8.2,,3028.0,,"Yoo Gong, Eun-hye Yun, Sun-kyun Lee, Jeong-an Chae"
1224,1224,snow in august,romant,SBS,jo dong hyuk will be play a year old singl with a six year old son who fall for choo sang mi a thirtythre year old divorce her husband cheat on her and she suffer from the pain of lose their son in a car accid year ago thi drama is about how the two meet and through a child they heal each other woundshan dong woo is a year old singl with a six year old son who fall for oh ban suk a thirtythre year old divorce her husband cheat on her and she suffer from the pain of lose their son in a car accid year ago thi drama is about how the two meet and through a child they heal each other wound jo dong hyuk will be play a year old singl with a six year old son who fall for choo sang mi a thirtythre year old divorce her husband cheat on her and she suffer from the pain of lose their son in a car accid year ago thi drama is about how the two meet and through a child they heal each other wound,2007,,,,,"Dong-Hyuk Cho, Sang-mi Choo, Tam-hee Park, Tae-Joon Ryu"
1225,1225,capital scandal,fusion drama romant,KBS2,thi drama is set in the s when korea wa under the rule of japan na yeo kyeong wa the owner of a book store and she wa also a freedom fighter seon woo wan wa the playboy son of a rich famili and he becam involv in the independ movement through a bet with hi cowork to win na yeo kyeong s heart hi father paid for the educ of hi worker s son lee soo hyeon and wa disappoint to find him work for the secur branch of the japanes govern cha song joo wa a famou gisaeng who ran a high class brothelthi drama is set in the s when korea wa under the rule of japan na yeo kyeong wa the owner of a book store and she wa also a freedom fighter seon woo wan wa the playboy son of a rich famili and he becam involv in the independ movement through a bet with hi cowork to win na yeo kyeong heart hi father paid for the educ of hi worker son lee soo hyeon and wa disappoint to find him work for the secur branch of the japanes govern cha song joo wa a famou gisaeng who ran a high class brothel,2007,7.9,,60.0,,"Ji-Hwan Kang, Ji-min Han, Jin Ryu, Go Eun Han"
1226,1226,bad couple,comedi romant,SBS,choi jae chun is an univers professor with perfect gene the drama is about an editor of a fashion magazin kim kang ja who suddenli develop an urg to have her own babi despit oppos the idea of marriag the stori will talk about kang ja strive to look for a man with perfect gene to accomplish her mission jae chun happen to be her target in order for her to accomplish her mission the stori later develop as kang ja must persuad him to it without ani commit which is a problem becaus jae chun doesn t believ in the idea of sex befor marriag,,,,,,
1227,1227,"new wise mother, good wife",nan,MBC,kim ho jin will play heo myung pil an elit newspap report but an immatur and irrespons husband kang sung yun will play gyung gook hee a bright and valiant wifealong with the two kim tae yun will play lim tae ran who is a success scenario writer who possess both fortun and fame she is consid an ideal femal figur in today s societi and kim nam jin will play the colleg student seok doo who receiv the love of mani wive,,,,,,
1228,1228,kid gang,comedi,OCN,adapt from the manhwa of the same name kid gang is about the onc most power crime organ in korea the bloodi tuesday gang wa entrust with take care of a babi by thier former leader six month befor their parol end ku bong son chang min wa the leader with two other member hong lu lee jong soo and kal nal lee ki woo thi comedi focus on the task face by the member who have to take care of the babi,,,,,,
1229,1229,air city,melodrama romant,MBC,han do kyung special scout by the incheon airport director willingli accept of the pay she wa receiv when work in singapor to come back to korea as the chief of oper of incheon airport she speak five differ languag howev do kyung live with an uneven wound of her famili and a regret of leav her sister behind she met kim ji sung a nation intellig servic agent and get entangl with him kim ji sung is veri passion about hi work to the extend that he is will to bend the rule to ensur the secur of the countri even if he is onli act on hi instinct after be station at the airport he find himself in an emot turmoil with a woman he use to love who is also work in the airport at the same time he is fall for han do kyung kang ha joon a childhood friend of han do kyung is also fall for do kyung kang ha joon is a quick temper with a habit of talk aggres due to hi natur of work watch over thousand of surveil camera in the airport but ha good relat with all the airport employe even the cleaner becaus of hi kind person outsid of work as hi friendship develop with do kyung he becom a strong sourc of refug for her but as hi feel for her grow hi relationship get more and more complic with a woman who is hi friend superior at workplac and unrequit loveairport is a nation border that link one countri to countri all over the world includ south korea the link for korea is incheon intern airport passeng freight and airplan take off and land at thi place with airport employe work to keep the airport open hour a day govern agenc are locat on the airport premis airport is more than just an airport it is a small citi just like how one airplan part is essenti to the safeti of the whole flight everi singl person who work at incheon airport play an import role in handl the airplan takeoff and land airciti is a stori about these dedic peopl when your plane ticket is process and board a plane after have a seat assign to you then the pilot will navig the plane to your destin after your plane land you need to go to the exit gate it look like a simpl but in fact take lot of procedur behind and airciti will show you what happen behind the scene as peopl work hard to make your flight arriv on time without a problem the charact of thi drama harbor a common goal to establish anoth airciti in the african contin the goal accompani mani challeng and the charact overcom those challeng one by one they are courag and aggress when it come to work but the stori of their love is sometim difficult foolish and a bit clumsi but as much as they are faith to their passion and dream they are alway respect of other han do kyung special scout by the incheon airport director come back to korea as the chief of oper of incheon airport with much lower salari howev do kyung live with an uneven wound of her famili and a regret of leav her sister behind she met kim ji sung a nation intellig servic agent and get entangl with him kim ji sung is veri passion about hi work to the extend that he is will to bend the rule to ensur the secur of the countri even if he is onli act on hi instinct after be station at the airport he find himself in an emot turmoil with a woman he use to love at the same time he is fall for han do kyung kang ha joon a childhood friend of han do kyung is also fall for do kyung kang ha joon is a quick temper with a habit of talk aggress due to hi natur of work watch over thousand of surveil camera in the airport but ha good relat with all the airport employe even the cleaner becaus of hi kind person outsid of work as hi friendship develop with do kyung he becom a strong sourc of refug for her but as hi feel for her grow hi relationship get more and more complic with a woman who is hi friend superior at workplac and unrequit love,2007,6.7,,23.0,60,"Ji-Woo Choi, Jin-wook Lee, Jung-jae Lee, David Lee McInnis"
1230,1230,"me ri, dae gu’s attack and defense battle",comedi romant,MBC,,,,,,,
1231,1231,money’s warfare,nan,SBS,,,,,,,
1232,1232,kkot chat eu reo wat dan da / i came in search of a flower,romant,KBS2,na hana love money more than anyth she left her home town for seoul she decid that the onli way she could be with money is to marri a rich man who will die soon she soon meet yoon ho sang a young man who is a poor troublemak and also love money but is in diguis of a veri rich man who die these two meet and soon love spark but ho sang ha a seriou cancer problem which he first lie to a man who he owe money to,,,,,,
1233,1233,choikang! eol mom / supermom,famili school,KBS2,,,,,,,
1234,1234,landscape in my heart,famili drama,,a young girl is forc to give up her babi after her first love marri anoth woman year later as a marri woman she discov her child and soon after her first love return to town,,,,,,
1235,1235,blue fish,romant,SBS,thi is a drama about a violinist jung eun soo and a car design lee hyun woo park dong hyuk is a director at a corpor who marri eun soo for ambit kang yoon jung is hyun woo s hooba and is also in love with him hyun woo thought that eun soo die in an accid the drama will be about a pair of lover separ due to parent object and meet again when the woman is alreadi marri,,,,,,
1236,1236,my man’s woman,nan,SBS,,,,,,,
1237,1237,oh lovers,romant,SBS,not yet avail,,,,,,
1238,1238,perhaps love,romant,"TV Mnet, SBS",lee na lee hyo ri is a rise singer who wa about to debut but tradegi struck her when she found out she had leukemia anoth girl took her place and sang her debut song at her concert now everybodi think that the other girl is her jung tae lee dong gun surviv a depart store collaps onli to find out that he ha cancer lee na and jung tae meet and fall in love,,,,,,
1239,1239,witch amusement,comedi romant,SBS,ma yoo hee ha an independ person and is the onli daughter of the owner of an advertis compani she work as an advertis planner after she is introduc to jae mo ryong who is a student learn cook she fall in love with him denni oh will play a famou french chef from america he is perfect guy name johnni kruger from new york he play a big part in hook up ma yoohe and jae mo ryong jang sung mi is the exgirlfriend of mo ryonga veri annoy and notattract young boss becam a beauti and sensit woman after meet a man who mess up all her life,2007,6.8,,45.0,,"Ga-in Han, Seok-Hwan An, Hee Jae, Hye-bin Jeon"
1240,1240,the devil,nan,KBS2,when homicid detect kang oh soo hit a dead end in hi investig of two seemli unrel murder except for the tarot card left behind at both crime scene he sought help from seo hae in a woman with tokenobject read abil she reveal that the killer were differ in each murder but the victim were chosen for their connect to a death of a high school boy later the case prove to have one more thing in common the suspect have the same defens attorney oh seung haseung ha s defens for hi client sever shaken oh soo s convict to catch the tarot card mastermind oh soo wa remind that year ago he had kill a high school classmat in a fight he wa acquit of all charg and began hi life anew now someon ha came back to reveng the boy s wrong death by kill those who got him offa secret agent exact reveng on a serial killer through a seri of captur and releas spoiler jang kyungchul choi minsik is a danger psychopath serial killer he ha commit infern serial murder in diabol way that one cannot even imagin and hi victim rang from young women to even children the polic have chase him for a long time but were unabl to catch him one day jooyeon daughter of a retir polic chief becom hi prey and is found dead in a horrif state her fianc soohyun lee byunghun a top secret agent decid to track down the murder himself he promis himself that he will do everyth in hi power to take bloodi vengeanc against the killer even if it mean that he must becom a monster himself to get thi monstrou and inhuman killer when jooyeon ha a flat tire on the snow she call the tow truck to help her and call her belov fianc kim soohyeon who is a secret agent to kill time out of the blue a man offer to help her and jooyeon refus but the man break her car abduct her and dismemb her bodi her father who is a retir chief of polic give the data of the four prime suspect to soohyeon and he ask two week off to hi chief he hunt the men down and when he find that kyungchul is the killer he promis a dread to reveng against the killer to make him suffer as jooyeon did soohyeon becom a monster and begin a catandmous game captur and releas kyungchul wound mani time but the serialkil is the personif of evil and make soohyeon regret for not kill him when he had the chanc if you thought oldboy wa the most mess up korean reveng thriller ever made think again thi stori follow a special agent who is plan on aveng the death of her young pregnant wife after be kill by a serial killer and as he on hi way to catch the monster he soon start to becom in one the result are harrow,2010,7.8,67.0,92947.0,142,"Jee-woon Kim, Byung-Hun Lee, Min-sik Choi, Joon-Hyuk Lee, In-seo Kim"
1241,1241,"que sera, sera",drama comedi romant,MBC,kang tae joo eric is a player with charm and good look who alway date rich women one day he find a strang poor girl name han eun soo jung yoo mi sleep in front of hi door although he initi despis her he eventu find himself fall for her cha hye lin yoon ji hye is the daughter of a rich shop mall ceo her first love shin joon hyuk lee kyu han dump her at her father s request hye lin buy herself a new boyfriend to make her ex jealou that man is kang tae joo and dure their contract relationship hye lin begin to fall in love again howev tae joo alreadi ha a girlfriend and he can t forget her as easili as he ha forgotten all the women in hi past thi drama is basic about the redempt of kang tae joo from bastard to humanta joo ha charm and good look and date rich women he find a strang poor girl in front of hi apart he find himself fall for her it wont be smooth sail though for thi coupl tae joo ha charm and good look and onli date rich women he find eun soo a poor girl sleep in front of hi door he initi despis her but find himself fall for her tae joo becom entangl with the daughter of a rich shop mall ceo when she buy tae joo time to make her old boyfriend jealou tae joo dump enu soo for thi moneymak relationship he come to regret thi choic but find himself unabl to extract himself and eun soo becom entangl with a rich man herself,2007,7.1,,47.0,60,"Yu-mi Jung, Eric Moon, Kyu-han Lee, Ji-hye Yun"
1242,1242,thank you,comedi melodrama romant,MBC,dr min ki seo went to blue island to fulfil hi deceas girlfriend s last wish to find the singl mother and her littl girl who wa infect by hiv and to apolog to them on her behalf as she had unknowingli given the girl taint blood when she wa be treat at the hospit lee young shin the singl mom wa have a hard time care for her grandfath who ha alzeim s and keep her daughter s hiv condit a secret while teach her how to live with it min ki seo wa an arrog person who look down on peopl and in meet lee young shin who accept her fate and tri to make the best of it despit all odd he slowli chang for the better and becam a warm and care persondr min ki seo went to blue island to fulfil hi deceas girlfriend last wish to find the singl mother and her littl girl who wa infect by hiv and to apolog to them on her behalf as she had unknowingli given the girl taint blood when she wa be treat at the hospit lee young shin the singl mom wa have a hard time care for her grandfath who ha alzeim and keep her daughter hiv condit a secret while teach her how to live with it min ki seo wa an arrog person who look down on peopl and in meet lee young shin who accept her fate and tri to make the best of it despit all odd he slowli chang for the better and becam a warm and care person when life throw you curvebal the way you react to it and live your life defin the person that you are lee young shin gong hyo jin certainli doesnt have an easi life she is a singl mom rais her yearold daughter bom seo shin ae while take care of her senil grandfath shin goo who is alway wander off bom is hivposit but young shin make a game of teach her to manag her condit without her know about it while also keep it a secret from the small island commun of pureundo blue island,2007,7.8,,100.0,60,"Hyuk Jang, Sung-eun Kim, Hyo-Jin Kong, Shin-ae Seo"
1243,1243,hello! miss,comedi romant,KBS2,lee soo ha th granddaught of the jae ahn lee clan and owner of the clan manor hwa ahn dang is tri to save the place from go bankrupt hwang dong gyu oldest grandson of the presid of top group is tri to buy hwa ahn dang becaus hi grandfath who wa onc a servant at the manor cannot rest in peac unless he spend hi last day in hwa ahn dang s master suit hwang chan min dong gyu s playboy cousin is hi rival in busi and love enter seo hwa ran a model who ha a secret histori with and a secret plan for hwa ahn dang and chan min and lee joon yong soo ha s brother and chan min s friend who can t forget a girl from hwa ahn dang he knew when he wa a kid thi drama is adapt from the novel kimchi mandu base on the korean manhwa kimchi mandu hello miss is a comedi that put a tradit korean famili up against a nouveaurich korean famili with a grudg lee da hae my girl and lee ji hoon king geunchogo star as polar opposit who slowli find themselv fall in love lee soo ha is the th granddaught of the jae ahn lee clan and the owner of a tradit korean manor she do her best to keep her famili tradit valu afloat and save her home from go bankrupt hwang dong gyu is the eldest grandson of the conglomer top group and he want to snatch up soo ha manor to give to hi grandfath a former servant at the manor hellbent on die in the master suit dong gyu tri to convinc the stubborn soo ha to sell while tri to fend off hi rival and cousin hwang chan min but model seo hwa ran also ha her eye on the manor not to mention chan min,2007,6.5,,22.0,,"Da-hae Lee, Su-rin Choi, Seok-jin Ha, Hyeon-Ho Heo"
1244,1244,h.i.t ,action investig,MBC,can a femal polic detect put asid her own past grief to catch a danger serial killer cha soo kyung go hyun jung is the toughasnail leader of investig team of the seoul metropolitan polic,2007,7.0,,6.0,57,"Il-hwa Choi, Hyun-Jung Go, Jung-woo Ha, Eun-woo Jeong"
1245,1245,mackerel run,drama comedi school,SBS,a high school drama fill with hilari momentscha gong chan wa abl to enter the top privat high school in the affluent gangnam district myoung mun high becaus of hi soccer skill but when he quit the sport he find himself an outcast and start cut class one day a beauti new girl transfer to the school and when she walk into hi class gong chan fall for her instantli he is final enthusiast about go to school but the school administr inform him that he will be expel if he miss one more day gong ghan vow that he wont give up on either hi school life or hi love,2007,7.1,,33.0,,"Byung-joon Lee, Min-Ho Lee, Chae-won Moon, Bo-Young Park"
1246,1246,by my side,romant,MBC,jang seon hee is a heartless mother who abandon her two young children and her husband seo jun suk her son and daughter grew up hate her for what she did seo eun joo work as a nurs while seon hee s second husband moon yong gi is a doctorle yoon sub is a student of a top univers and he dislik peopl call him a househelp s kid becaus hi mom is one yoon sub and eun joo are in love with each other becaus of hi kindhearted and matur he alway tri to heal eun joo s wound and stand by her in time of need their love is challeng when choi dong gun the doctor whom eun joo is work for fall for herchoi dong gun is a plastic surgeon who is compet although he s an orphan and is the object of onesid affect from moon ji ye eun joo s halfsist he fall in love with eun joo instead caus a rivalri between the two halfsistersit s the stori of one famili that is divid into two on it s sens of famili valu and the selfish of one woman who caus the love and hate between themit look like we dont have ani plot summari for thi titl yet be the first to contribut just click the edit page button at the bottom of the page or learn more in the plot summari submiss guid,2011,,,,65,"Jae-Sung Choi, Hye-bin Jeon, Moon Ji-In, Hye-sun Jung"
1247,1247,mun hee,nan,MBC,mun hee becam a mother at a realli young age but wa forc to be separ from her child and live a life full of twist hardship the reason for her to carri on live wa take reveng on the person who caus her a life of miseryand her costar lee seung yun will be play the beauti ambiti daughter of an owner of a small supermarket who even use marriag as a stake to get what she want and becaus of her useless husband she get into a battl of wit with her sister inlaw for the ownership right of their famili busi,,,,,,
1248,1248,crazy for you,nan,SBS,suh jin young is an aviat mainten technician her fianc jae hoon pass away in a horribl traffic accid kim chae joon dream of becom an aviat mainten technician but he encount prejudic becaus he is an exconvict he kill some one with hi car suh jin young give him a chanc to work under her and they fall in love howev that love is sever test when they both discov that the chae joon s victim wa suh jin young s fianc jae hoon,,,,,,
1249,1249,mermaid story,drama mysteri,tvN,lee min suk kim nam jin fall in love with son mi na lee ji hyun but one day she suddenli disappear later he meet and fall in love again with nam soo in seo yeong hee but a year after son mi na s disappear her bodi is found and lee min suk is the main suspect in her murder,,,,,,
1250,1250,surgeon bong dal hee,medic,SBS,bong dal hee lee yo won is a first year resid doctor who strive to becom a surgeon despit her heart problem she work under dr ahn jong geun lee bum soo a cardiac specialist and even though they don t get off to a good start the two grow fond of each other as time goe by dr lee geon wook kim min joon divorc hi wife dr jo moon kyung oh yoon ah after he found out that hi yearold son wa actual father by anoth man befor they marri he still ha feel for her but feel betray and cheat thi medic drama portray the live of resid doctor their up and down depict crisi in a hospit as well as polit among it manag staffbong dal hee lee yo won is a first year resid doctor who strive to becom a surgeon despit her heart problem she work under dr ahn jong geun lee bum soo a cardiac specialist and even though they dont get off to a good start the two grow fond of each other as time goe by dr lee geon wook kim min joon divorc hi wife dr jo moon kyung oh yoon ah after he found out that hi yearold son wa actual father by anoth man befor they marri he still ha feel for her but feel betray and cheat thi medic drama portray the live of resid doctor their up and down depict crisi in a hospit as well as polit among it manag staff,2007,7.3,,25.0,,"Julia Lim, Yo-won Lee, Beom-su Lee, Min-Joon Kim"
1251,1251,the person i love,nan,SBS,yoon seok joo is a produc who abandon hi common law wife seo young to attain success they have a daughter togeth but he later betray seo young when he marri a rich man s daughter lee jung min lee sang min is an owner of a film compani and is a new film director he is also jung min s half brother sang min will be a rival to seok joo in work and in love for seo young yoon hyun joo lost her dad at a young age and went through seriou hardship and becam a success architect and is seok joo s sister thi drama is also about the live of five sibl,,,,,,
1252,1252,when spring comes,romant,KBS2,lee jung do s father is a swindler and intend to resum hi old habit as soon as he got out of prison even though he ha promis hi son to go straight becaus of hi father s record ljd had a hard time find job but he overcom these obstacl pass law exam and becom a prosecutor oh young joo is a detect and her precinct is in ljd s neighborhood kim joon ki who come from a well off famili is also keen to becom a prosecutor he meet oyj through a blind date and ha continu to pursu her even though she isn t interest moon chae ri is a small time swindler who hook up with ljd s dad in hi plan to do one last job befor fulfil hi promis to hi son to stay out of troublele jung do father is a swindler and intend to resum hi old habit as soon as he got out of prison even though he ha promis hi son to go straight becaus of hi father record ljd had a hard time find job but he overcom these obstacl pass law exam and becom a prosecutor oh young joo is a detect and her precinct is in ljd neighborhood kim joon ki who come from a well off famili is also keen to becom a prosecutor he meet oyj through a blind date and ha continu to pursu her even though she isnt interest moon chae ri is a small time swindler who hook up with ljd dad in hi plan to do one last job befor fulfil hi promis to hi son to stay out of troubl,2007,,,,,"Lee Han, In-gi Jeong, Boo-Ja Kang, Kap-su Kim"
1253,1253,as much as heaven and earth,nan,,suk ji soo is a kindheart and thought woman care about the harmoni of her famili park hae jin struggl through mani troubl and forgiv within hi famili he doesn t realli like hi father becaus he wa born due to hi father s affair with anoth woman ji soo and hae jin s famili in thi drama are complet opposit her famili is happi while hi famili is not eun ha is a girl with a cheer person and perfect skin with no wrinkl she think importantli of peopl s relationship and put much effort into everyth she doe to make her famili happi the drama will be focus on differ famili problem face in modern day societi,,,,,,
1254,1254,salt doll,nan,SBS,hwang soo jung is a devot wife to her disord husband her first love is a second gener heir to a larg financ compani in order to pay for her husband s surgeri cost she sell her bodi to the man who love her onesidedli,,,,,,
1255,1255,blissful woman,nan,KBS2,lee ji yeon ha a natur affirm and bright person and is an accessori design kim tae seop is a dectect who is veri quiet and is devot to ji yeon after he fall in love with her ji yeon is caught between two men,,,,,,
1256,1256,white tower,nan,MBC,the stori is about two doctor who have contrast person jang joon hyeok a geniu surgeon who is overli ambiti and will do anyth to climb hi way up the corpor ladder the other choi do young is a physician and is a kind and upright person who strongli hold onto hi belief the plot will reveal the power and emot struggl within the white tower itself what doe it take to climb the ivori tower of success jang joon hyuk kim myung min is brilliant and ambiti and a rise star as an assist professor at the prestigi myeongin univers hospit surgeri depart although everyon acknowledg joon hyuk unparallel medic skill hi cold person doesnt win him mani friend or support within the hospit,2007,,,,60,"In-Pyo Cha, Myung-Min Kim, Lee Sun-Kyun"
1257,1257,dal ja’s spring,nan,KBS2,a success career girl dal ja who lousi in love enlist a paid boyfriend a confid younger taebong to save face from a fail romanc dal ja is drawn taebong and also meet a rich separ man who interest her too a success career girl dal ja who fail in love enlist a paid boyfriend a confid younger taebong to save face from a fail romanc dal ja is drawn taebong and also meet a rich separ man who interest her too dal ja spring explor career friendship and famili and person fulfil as well as romanc dal ja famili friend and cowork are import and provid the backbon of her world dal ja learn mani lesson through her famili and friend while balanc work famili and find the path of love in her life,2007,7.7,,66.0,,"Rim Chae, Young-nam Jang, Yong-woo Kil, Jae-wook Kim"
1258,1258,"bad woman, good woman",nan,MBC,song gun woo ha been live a doubl life with two women for the past six year he is marri to one woman sae young and the other woman is hi mistress suh kyung sae young is a woman who get veri emot and cri veri easili when someon doe great thing or say sweet thing to her she want to have the perfect marriag but her husaband and her had difficulti in make a child she get shock after find out that her husband ha been live with anoth woman,,,,,,
1259,1259,goong s,comedi romant,MBC,the empress myung se bin is in her earli s but she is still not marri sinc the st successor to the throne die the royal famili is in search for a new successor incident they come to know of a young man who wa in fact a son of the princ to a woman who left the palac for her to be abl to keep her pregnanc a secret the young man s name wa lee hoo se en more commonli known to hi friend as kang hoo lee hoo work as a deliveri boy at a chines restaur and wa known for hi minut maximum deliveri time lee hoo had been brought up as more of a punk than a princ so hi habit and hi way of convers were veri differ from the peopl of royal blood although he had never dreamt of live in the palac he one day find himself immers himself in it grandeur and improv himself to prove that he inde deserv to be call the successor to the throneh soon find out that not onli will he be face lesson to the path of royalti and dilemma of love and of statur but he will also learn to compet for the posit he had been first and foremostli call forwin the hand of the queen mean becom the futur king queen hwa in myung se bin is the reign queen but the fact that she is still singl and ha no heir concern the imperi court although she ha been in love with alexand marc andr jourdan her halfkorean halfenglish professor from oxford she sacrif her own happi in order to do what right for her peopl,2007,6.3,,37.0,60,"Ho-jin Chun, Jae-yeong Ha, In-jae Heo, Ha Jae-Young"
1260,1260,"billie jean, look at me",comedi romant,MBC,choi hye sung is a talent but jobless singer and ryu bang hee is a girl who is in a onesid love with him,,,,,,
1261,1261,miracle,famili,MBC,discov that he is in the final stage of lung cancer jang young chul reassess hi life and begin to understand the mean of famili love and work thi drama examin the origin and realiti of the constant conflict between husband and wife and parent and childa stori about love between a mentallyil father and hi lovingli ador daughter accus of murder and rape her father home is prison ryu seungryong come back as a fool for hi daughter outsid not allow in room number of the prison where all kind of crimin are gather come yonggoo a father with the sens of a yearold and yeseung hi yearold daughter the mission of these crimin in room number is to protect these two who can never stay apart for a singl moment will they succeed,2013,8.2,,11044.0,127,"Hwan-kyung Lee, Seung-ryong Ryu, So Won Kal, Dal-su Oh, Man-sik Jeong"
1262,1262,love and hate,famili romant,SBS,jung hee s husband affair had twist hi mistress s lee ja young fate so tightli togeth with hi wife lee ah hyun that even hi death did not break the cruel bond between the two woman now year later will histori repeat itself onc more when the women meet again can these two women break free of hate to love againa young man is forc by convent to grow up marri and abandon hi friend and lover,2006,5.6,,133.0,125,"Hae-gon Kim, Bo-eun Choi, Yeong-gwang Han, Jin-young Jang, Mi-ya Kim"
